2665 - 3 * 5 * 2665 / ( 3 * 5 + 8 * 3 ) 	1640
100 - 40 - 9 / 10 * ( 100 - 40 ) + 40 - 3 / 4 * 40	16
 ( 1850 * 28 - 1850 * 12 ) / 10 - 1850	1110
240 / ( ( 18 - 12 ) * 2 / 100 ) 	2000
150 / ( ( 62 - 8 ) * 0.2778 ) 	10
588 / 3 / 3 / 4	16.33
588 / 3 / 3 / 4	16.33
5 * 3	15
 ( 45 - 60 * 25 / 100 ) / ( 100 - 60 ) * 100	75
3 / ( 3 + 3 ) * 3 / ( 3 + 3 ) 	0.25
100 - ( 100 - 40 ) / ( 1 + 20 / 100 ) 	50
 ( 15 + 25 ) / 2	20
 ( 3.60 - 3 ) * 1000 * 100 / 50	1200
983 - 207 * 983 * 107	-21771484
 ( 3 + 3 + 3 * 3 / 2 ) * 10	105
3 / 4 + 1 - 3 / 5 - 5 / 5	0.15
1 / 2 ** 3 * 3	0.38
154 - 10 + 1	145
100 + 4 + 4 + 1	109
100 + 4 + 4 + 1	109
75000 / ( 2 / 3 * 3 / 4 ) 	150000
4 * 2 + 4 * 2 - 1	15
7900 - 7900 * 10 / 100 - ( 7900 - 7900 * 10 / 100 ) * 10 / 100	6399
160 / 12 * 3.6	48
math.log ( 9 * 9 ) /math.log ( 10 ) 	1.91
124 * 812 * 816 * 467 - ( 124 * 812 * 816 * 467 - ( 4 + 4 ) ) 	8
600 / 1000 / 72 * 3600	30
4 * 3 * 40 / ( 4 - 3 ) 	480
5 * 150 / ( 5 + 2 ) 	107.14
5 * 150 / ( 5 + 2 ) 	107.14
5 * 5 * 1 / 5	5
 ( 16 / 100 * 4 - ( 13 / 100 * 4 - 13 / 100 ) ) * 100	25
14400 / ( 25 * 2 * 21600 / ( 40 * 30 ) ) 	16
3 * 2 / ( 26 / 2 * 3 * 2 * 2 ) 	0.04
3 * 100 * 100 * ( 5 * ( 4 / ( 4 * 3 ) ) ) / 100	500
 ( 90 + 40 ) / 2	65
 ( 54 + 1 ) / ( 1 + 4 ) + 2	13
 ( 208 * 16 / 100 - 30 ) / ( 16 / 100 - 12 / 100 ) 	82
5020 - 502 / 100.4	5015
 ( 46 * 10 - 25 + 65 ) / 10	50
 ( 10 * 4 / ( ( 100 - 20 ) / 100 * 10 ) - 4 ) / 4 * 100	25
320 / ( ( 320 - 4 * 40 ) / 4 + 40 ) + 4	8
2 *math.sqrt ( 110 / 2 ) 	14.83
 ( 100 + 100 ) / ( 12 * ( 1 + 2 ) ) * 2 * 3600 / 1000	40
1000 / ( 1 / 2 + 1 / 3 ) / 2 - 1000 / ( 1 / 2 + 1 / 3 ) / 3	200
1 - ( 1 / 4 + 1 / 3 ) 	0.42
1 - ( 1 / 4 + 1 / 3 ) 	0.42
math.sqrt ( 941 + 10 * 2 ) 	31
math.sqrt ( 941 + 10 * 2 ) 	31
 ( 20 +math.sqrt ( 20 * 5 ) ) / ( 5 +math.sqrt ( 20 * 5 ) ) 	2
140 / ( ( 50 + 4 ) * 0.2778 ) 	9.33
110 / ( ( 40 + 5 ) * 0.2778 ) 	8.8
 ( 3.8 * ( 15 + 2 ) / ( 4.2 - 3.8 ) + 15 + 2 ) / 4.2	42.5
 ( ( 100 + 2.5 ) ** 2 - 100 ** 2 ) * 100 / 100 ** 2	5.06
 ( 10 * 20 - ( 4 + 1 ) * 9 ) / 10	15.5
100 - 10	90
 ( 1 - 9 / 15 ) * 30	12
4 * 100 * 1 / 10 * 5 * 100 * 10 * 100	20000000
2 / ( 20 - 12 / 2 - 2 ) 	0.17
 ( 1 - 1 / 30 * 15 ) / ( 1 / 20 + 1 / 30 ) + 15	21
2.2 * 1000 /math.pi* ( 0.5 / 2 ) ** 2 / 100	0.44
math.factorial ( 4 + 13 - 1 ) / (math.factorial ( 13 ) *math.factorial ( 4 - 1 ) ) 	560
 ( 36 * 30 + 24 * 30 ) / ( 36 + 24 ) 	30
30 - ( 25 - 30 ) 	35
100 * 40 / ( 50 - 40 ) + 100 + 100 * 40 / ( 50 - 40 ) 	900
3 * 10 / 2	15
 ( ( 10 / 2 / 100 + 1 ) ** 2 - ( 10 / 100 + 1 ) ) * 1500	3.75
12 + 8 - 3	17
10 / 30	0.33
 ( 9.85 - 6.35 ) / 2	1.75
368 /math.gcd (math.gcd ( 10 , 144 ) , 368 ) + 10 /math.gcd (math.gcd ( 10 , 144 ) , 368 ) + 144 /math.gcd (math.gcd ( 10 , 144 ) , 368 ) 	261
160 / ( 40 / 100 ) * 30 / 100	120
math.floor ( 45 / 11 ) + 1	5
0.24 / ( 0.1 / 100 ) 	240
 ( 1 - 100 / ( 100 + 25 + ( 100 + 25 ) * 10 / 100 ) ) * 100	27.27
 ( 1 - 100 / ( 100 + 25 + ( 100 + 25 ) * 10 / 100 ) ) * 100	27.27
 ( ( 100 + 35 ) / ( 100 - 20 ) - 1 ) * 100	68.75
2 * 8 / ( 8 - 6 ) * 6	48
2 * 8 / ( 8 - 6 ) * 6	48
2 * 8 / ( 8 - 6 ) * 6	48
2 * 8 / ( 8 - 6 ) * 6	48
5 / ( 1 - ( 1 / 5 + 1 / 4 + 1 / 2 ) ) 	100
 ( 26 + 26 + 11 - 11 * 11 ) / 2	-29
 ( 64 - ( 4 * 12 / 2 - 12 ) ) / 12	4.33
 ( 6 + 2 ) / 2	4
 ( 350 - 200 ) / 3	50
2 * 100 + 60 * ( 480 / ( 480 / 4 + 480 / 8 ) - 2 ) 	240
100 - ( 40 + 100 ) / ( 60 + 100 ) * 100	12.5
578 / ( 2 / 3 * 1 / 4 + 1 / 4 + 1 ) 	408
12880 / 230 / 7 * 6	48
 ( 56 / 8 + 40 / 8 ) / 2	6
70 / 100 * ( 6 - 4 ) / 6 / ( ( 100 - 80 ) / 100 * 4 / 6 + 70 / 100 * ( 6 - 4 ) / 6 ) * 100	63.64
5 + 3	8
 ( 5800 - ( 4400 + 800 ) ) / ( 4400 + 800 ) * 100	11.54
 ( 1100 + 700 ) / ( 1100 / 110 ) 	180
 ( 540 - 440 ) * 6 - ( 540 - 440 ) 	500
5 / 2 - 43 * 43	-1846.5
 ( 29 + 1 ) * 27.8 - 29 * 28	22
 ( 29 + 1 ) * 27.8 - 29 * 28	22
 ( 63 - 60 ) / 60 * 100	5
 (math.factorial ( 6 ) + 6 ) / (math.factorial ( 6 ) + 6 ) 	1
 ( ( 100 + 50 ) * ( 100 - 20 ) - 100 * 100 ) / 100	20
 ( 3 + 4 ) * 2	14
500 / ( 4 + 1 ) + ( 500 - ( 4 + 1 ) ) / ( 4 + 1 ) ** 2 + ( 500 - ( 4 + 1 ) ) / ( 4 + 1 ) ** 3	123.76
 ( 12 - 48 / 12 ) / ( 48 / 12 ) * ( ( 12 - 48 / 12 ) / ( 48 / 12 ) + 48 / 12 ) 	12
 ( 80 - 50 ) / 50 * 100	60
 ( 16 + 10 ) / 2 / 2	6.5
 ( 100 - 20 ) / 100 * ( ( 100 - 30 ) / 100 * 45.00 ) 	25.2
 ( 150 - 90 ) / 150	0.4
 ( 300 + 202 ) / 2 * ( ( 300 - 202 ) / 2 + 1 ) 	12550
8 * 3 + 65	89
 ( ( 100 + 15 ) / ( 100 - 20 ) - 1 ) * 100	43.75
300 / ( 65 / 100 ) 	461.54
6 *math.sqrt ( 33300 / ( ( 6 * 4 + 6 * 5 + 5 * 4 ) * 2 ) ) 	90
14 / ( 14 / 10 - 6 ) 	-3.04
2 * 360 - 2 * 5 * 360 / ( 4 + 4 ) 	270
 ( 31 - 3 ) / ( 3 + 4 ) * 4	16
5 * ( 1 / 30 + 1 / 45 ) 	0.28
200 + 200 / 100 * 20 - ( 200 + 200 / 100 * 20 ) / 100 * 25	180
789.009 / 100 * 56.84 - 1 / 3 * 789.009 / 100 * 56.84	298.98
 ( 15 - 3 ) * 3	36
80 * 40 / 100 - 10 * 15 / 100	30.5
50 / ( 10 / 50 ) 	250
1 / ( 1 / 9 + 1 / 2 ) * 3	4.91
24 * 2 * 75 / 20	180
 ( 10 - 1 ) * 4	36
760 / 5 * 3	456
30 - ( 30 * 7.50 + 425 ) / ( 25 + 7.50 ) 	10
10 * 5 / ( 10 + 2 ) 	4.17
math.sqrt ( ( ( 48 / 4 ) ** 2 + ( 36 / 4 ) ** 2 ) * 2 ) 	21.21
 ( 2 + 47 + ( 20 + 2 + 60 ) * 60 ) / 14	354.93
36 * 20 / 15	48
3 * 20 / 12	5
580 * 11 / 100	63.8
 ( 2 * 10 - 2 + 1 + 2 * 10 ) * 3	117
2 * 125 * 0.2778 - 100	-30.55
0.0015 / 0.003 * 100	50
math.sqrt ( 9 ** 2 ) 	9
100 * 100 * ( 1 + 4 ) / ( 25 / 100 + 25 / 100 * ( 1 - 25 / 100 ) * 2 ) 	80000
 ( 2 * 12 * ( 15 + 25 ) - 6 * 3 - 3 * 4 * 3 ) * 3	2718
 ( 2 * 12 * ( 15 + 25 ) - 6 * 3 - 3 * 4 * 3 ) * 3	2718
50 * 45 / 60 / ( 60 - 50 ) * 60	225
50 * 45 / 60 / ( 60 - 50 ) * 60	225
 ( 125 / 1728 ) ** ( 1 / 3 ) 	0.42
164 - 120 - ( 10 + 2 ) 	32
5 / 60 * 90	7.5
140 * 100 / 80 / 2	87.5
8 - 24 / 8	5
60 + 70 - 100	30
5 / 6	0.83
 ( 4 + 4 ) * ( 4 + 4 ) * ( 4 + 4 ) * 4 * 4	8192
 ( 60 - 60 / 15 * ( 60 / 15 + 60 / 20 ) ) / 60	0.53
 ( 95 - 25 ) / 2	35
400 - ( 400 * 10 / 100 + 5 * 400 / 100 ) 	340
 ( 78000 - 42000 ) / ( 800 + 1200 ) 	18
 ( 78000 - 42000 ) / ( 800 + 1200 ) 	18
 ( 1 - 20 / 100 ) * ( 1 - 55 / 100 ) * 4000	1440
100 * ( 1 - 200 / 2 / ( 300 + 200 / 2 ) ) 	75
 ( 3 * 100 + 8 * 10 + 4 ) * 1000 / ( 8 * 10 * 12 ) * 7.50 / 1000	3
 ( ( 77 - 10 - 2 ) / 4 + 2 + 2 ) ** 2 + ( ( 77 - 10 - 2 ) / 4 + 2 + 2 + 2 ) ** 2 + ( ( 77 - 10 - 2 ) / 4 ) ** 2 + ( ( 77 - 10 - 2 ) / 4 + 2 ) ** 2	1502.25
 ( 80 - 40 * 75 / 100 ) / ( 100 - 40 ) * 100	83.33
4016.25 * 100 / 1 / 3	133875
 ( 30 / 12 - 1 ) * 24	36
7 / ( 9 - 7 ) * 18	63
70 - 79	-9
640 * 100 / ( 100 - 20 ) 	800
 ( 27 - 23 ) / ( 23 - 17 ) 	0.67
16 * 4 / ( 4 + 1 ) 	12.8
 ( 30 / 100 * ( 100 - 10 ) - 30 * 100 / ( 30 + 100 ) ) / ( 30 * 100 / ( 30 + 100 ) ) * 100	17
220 + 500 / 100 + 20 / 100 * ( 220 + 500 / 100 ) 	270
 ( 5 + 1 ) * 5400 - ( 5124 + 5366 + 5808 + 5399 + 6124 ) 	4579
 ( 8 / 2 ) ** ( 8 - 2 ) / ( 8 / 2 ) ** ( 8 - 2 ) 	1
1 / 4 * 1 / 3 * ( 1 - 5 / 8 ) 	0.03
 ( 7 + 6 + 3 ) * 3	48
5 * 20	100
400 * 28 / 100 + 45 * 250 / 100	224.5
 ( 20 ** 2 - 10 ** 2 ) * ( 10 * 2 + 2 ) / ( 4 + 3 ) 	942.86
 ( 52 - 4 * 4 ) / 52	0.69
 ( 8 + 1.8 ) * ( 8 - 1.8 ) / ( 8 + 1.8 + 8 - 1.8 ) * 2	7.6
 ( 8 + 1.8 ) * ( 8 - 1.8 ) / ( 8 + 1.8 + 8 - 1.8 ) * 2	7.6
800 + 800 * 12 / 100	896
math.floor ( 25 / 3 ) +math.floor ( 25 / 3 ** 2 ) 	10
10 / ( 100 - 44 - 10 ) * 100	21.74
 ( 108 - 36 ) / 3.6 * 17	340
500 / ( 0.2778 * ( 63 - 3 ) ) 	30
13 - 5 - 1	7
500 / ( 26 - 1 ) 	20
2200 / ( 5000 * 2 + 3000 * 4 ) * 100	10
 ( 11 + 4 ) * 10 + 4	154
 ( 1 + 3 / 4 ) / ( 3 + 1 ) 	0.44
12 / 4 * 3	9
2 / ( 22 / 2 ) 	0.18
math.lcm (math.lcm (math.lcm ( 24 , 32 ) , 36 ) , 54 ) - 7	857
12 ** 2 / 2	72
3 / 500 * 2 / ( 1 + 1 / 7 ) * 3	0.03
min (min ( 15 / 2 + 1 / 2 ,math.floor ( 16 / ( 3 / 4 + 2 ) ) ) , 8 / ( 1 / 3 ) + 1 ) 	5
25 - 30 / 100 - 30 / 6	19.7
40 - ( 40 + 11 ) / 3	23
0.3010 * 0.3010 / 0.4771	0.19
18 * 3 / 2	27
18 * 3 / 2	27
 ( 5 + 6 ) * 100	1100
60 -math.sqrt ( 36 ) * ( 60 - 48 ) /math.sqrt ( 4 ) 	24
 ( 15 - 5 ) / 2 + 5	10
 ( 330 + 66 ) / 6 * 3600 / ( ( 4 + 1 ) * 1000 + 3 * 100 - 2 * 10 ) 	45
800 * 5.5 * 3.75	16500
math.factorial ( 2 ) *math.factorial ( 2 ) 	4
40 - 30	10
70 * ( 16 + 1 / 2 ) / ( ( 2 + 1 / 2 ) * 2 ) 	231
100 * 160 / ( 1200 * 4 ) 	3.33
2 / 5	0.4
383.6 / 28	13.7
 ( 15.8 - 15.5 ) / ( 16.4 - 15.8 ) 	0.5
336 / ( ( 462 - 336 ) / 3 ) 	8
 ( 50 - 5000 ) / 5 + 1	-989
3.15 + 14 / 1000 + 458 / 1000	3.62
 ( 7400 - 5 * 7400 / 100 ) * 10000 * 3 / ( 6500 * 6 + 8400 * 5 + 10000 * 3 ) 	1900
 ( 7400 - 5 * 7400 / 100 ) * 10000 * 3 / ( 6500 * 6 + 8400 * 5 + 10000 * 3 ) 	1900
 ( 60 - 30 ) / ( 60 + 30 ) * 100	33.33
 ( 60 - 30 ) / ( 60 + 30 ) * 100	33.33
5 ** 4	625
3 * 9 / ( 3 * 5 ) + 5 * 9 / ( 3 * 5 ) 	4.8
60 * 5 / 30 / 12	0.83
38 / 2.54 * 30 / 2	224.41
 ( 61 - 1 ) / ( 59 + 1 ) - ( 49 + 1 ) / ( 71 - 1 ) 	0.29
15 - ( 15 - 5 ) / 2	10
100 - ( 100 - 90 + 100 - 86 + 100 - 80 + 100 - 80 ) 	36
27 * 100 / ( 27 + 100 ) 	21.26
27 * 100 / ( 27 + 100 ) 	21.26
160 / ( ( 45 - 140 ) * 0.2778 ) 	-6.06
 ( 1 + 3 ) / ( 4 + 2 + 1 + 3 ) * 100	40
 ( 900 - 750 ) / 750 / 4 * 100	5
1 - 2	-1
539 / 7 * 17 / 7 * 17	3179
100 - ( 100 - 20 ) / 100 * ( 100 - 25 ) 	40
 ( 12000 * ( 3 * 4 - 3 ) / ( 3 * 4 ) - 9000 * ( 3 * 4 - 4 ) / ( 3 * 4 ) ) * 3960 / ( 18000 + 12000 * ( 3 * 4 - 3 ) / ( 3 * 4 ) + 9000 * ( 3 * 4 - 4 ) / ( 3 * 4 ) ) 	360
56 + 56 / 2	84
60 / ( 20 / 100 ) * 80 / 100	240
5 / ( 5 * 5 / 2 + 6 * 5 / 3 ) 	0.22
30 - 1.28 - 8 * 2	12.72
2 * ( 2 + 2 ) / 2	4
 ( 166 + 1 - 5 ) / 2 - ( ( 166 + 1 - 5 ) / 2 - 1 ) 	1
24 / ( 1 / ( 25 / 100 ) - 1 ) 	8
1277 / 2	638.5
 ( 4 * 8 + 8 + 8 ) / ( 8 + 8 + 8 ) 	2
max ( ( 55 + 12 - 1 ) * ( 12 / 35 - 12 / 55 ) , 4 ) 	8.23
12 ** 2 * ( 2 * 10 + 2 ) / ( 4 + 3 ) * 54 / ( 3600 / 10 ) 	67.89
12 ** 2 * ( 2 * 10 + 2 ) / ( 4 + 3 ) * 54 / ( 3600 / 10 ) 	67.89
math.floor ( 100 * 100 /math.lcm (math.lcm (math.lcm ( 15 , 25 ) , 40 ) , 75 ) ) *math.lcm (math.lcm (math.lcm ( 15 , 25 ) , 40 ) , 75 ) 	9600
3 + 4	7
13 * 3 * 10	390
9 / ( 10 * 3 * 2 ) * 5 * 1000 / ( 3 + 2 ) / 2 * 9 / ( 10 * 3 * 2 ) * 5 * 1000 / ( 3 + 2 ) / 2 * 2	11250
120 / ( ( 60.0 + 12 ) * 0.2778 ) 	6
 ( 40 * 100 + 40 * ( 100 - 20 ) ) / ( 20 * 100 + ( 20 + 20 ) * 40 ) 	2
18 / 3 / 3	2
2 * 4	8
7000 * 1 / 100	70
 ( 86 + 85 + 82 + 87 + 85 ) / ( 2 + 3 ) 	85
96 / 56	1.71
4 / ( 2 * 4 / 5 - 1 ) 	6.67
50 / ( ( 7 + 15 ) / 100 + 1 ) 	40.98
 ( 37 + 7 ) / 2 + 7	29
 ( 90 + 90 * 20 / 100 ) * 100 / ( 3 * 3 * 10 ) 	120
 ( 12 - 10 ) / ( 1 - 12 / 100 ) 	2.27
 ( 222 - 111 ) / 9 + 1	13.33
350 + 350 * 50 / 100	525
3.6 * 240 / 16	54
3 * ( 1 / 3 - ( 1 / 6 + 1 / 8 ) ) * 2400	300
100 * ( ( 45 / 100 + 4 * 15 / 100 ) / ( 1 + 4 ) ) 	21
6 + 4 * 2 * 6 /math.sqrt ( ( 4 * 2 ) ** 2 + 6 ** 2 ) + 6 * 6 / ( 4 * 2 ) / ( 4 * 2 ) + 6 +math.sqrt ( ( 4 * 2 ) ** 2 + 6 ** 2 ) 	27.36
6 * 100 + 2 * 6	612
23 * 17	391
 ( 64 - 2 * 7 ) / 64	0.78
 ( 113 / 78 + 55 ) * 78	4403
25 / ( 1 / 2 ) / 5	10
11 * 1	11
12 ** 2 / 12	12
800 - ( 850 - 800 ) * 3 / 4	762.5
150 + 3 * 10	180
 ( 2 + 3 ) * 2	10
20 + 17 - 2	35
 ( 80 - 50 ) / ( 80 - 20 ) 	0.5
math.gcd ( 1008 , 928 ) 	16
10 + 12	22
math.lcm (math.lcm ( 10 + 2 ) , 3 * 10 - 3 , 18 ) 	108
420 / 3 * 2.0	280
100 / ( 100 / 1 - 20 ) 	1.25
3 / ( 3 + 4 + 2 ) * 2 / ( 3 + 4 + 2 ) * 2	0.15
15 / 100 * ( 100 + 10 ) / ( 10 * 100 / 100 ) * 100	165
840 / 0.5	1680
10 * 7 - 7	63
15 / ( 1 -math.sqrt ( 9 / ( 9 + 16 ) ) ) 	37.5
15 / ( 1 -math.sqrt ( 9 / ( 9 + 16 ) ) ) 	37.5
12 - 3 - 1 - 1	7
12 - 3 - 1 - 1	7
60 * 1000 / 3600 * 21	350
100 - 7 / 7 / ( 7 * 7 ) * 100	97.96
100 - 7 / 7 / ( 7 * 7 ) * 100	97.96
100 - 7 / 7 / ( 7 * 7 ) * 100	97.96
360 / 9 + 3	43
4340 / 2	2170
 ( 47.50 + 47.50 * 25 / 100 ) * 100 / ( 100 - 9 ) 	65.25
 ( 36 * 50 + 50 - 2 - 23 ) / 50	36.5
3 - 3 - 1 / 1	-1
3 - 3 - 1 / 1	-1
 ( 4 + 3 ) * 3 - 20	1
1 / 8	0.12
 ( 3 + 4 ) / 4	1.75
4 + 2 + 5	11
10 * 2.5 + 65	90
383.6 / 28	13.7
150 / ( ( 60 + 6 ) * 0.2778 ) 	8.18
40 * 15	600
60 - 60 * 40 / 54	15.56
3600 * 385 / 1000 / ( 60 + 6 ) 	21
 ( 100 * ( 1 + 40 / 100 ) * ( 1 + 15 / 100 ) / 100 - 1 ) * 100	61
9 * 1	9
9 * 1	9
560000 * ( 1 - 15 / 100 ) * 79 / 100	376040
 (math.sqrt ( 2 * 105 * 35 * 4 + 35 ** 2 ) - 35 ) / 2	70
3 ** 2 / 2 * 4 / 3	6
math.floor ( 6514 / ( ( 100 - 10 ) / 100 * ( 100 - 15 ) / 100 ) ) 	8515
4 + 4	8
600 / ( 2 * 100 / 5 ) 	15
 ( 100 * ( 2 + 3 ) * 2 * ( 6 / 100 + 1 ) - ( 100 * ( 2 + 3 ) * 2 + ( 2 + 3 ) * 2 * 5 + 2 * 3 ) ) / ( 6 / 100 + 1 - ( 4.0 / 100 + 1 ) ) 	200
3 * 16 - ( 19 - 16 + 3 ) - 16	26
5 + 10 + 5 + 2 + 5 + 1 + 5 + 10 + 2 + 1	46
2 * ( ( 25 / 100 + 1 ) * 6 + ( 25 / 100 + 1 ) * 8 ) + 6 * 8	83
 ( 70 * 60 + 70 * ( 90 - 70 ) ) / 90	62.22
4016.25 * 100 / 9 / 5	8925
 ( 20 - ( 5 + 9 ) + 9 ) / 20	0.75
4 + 3 + 1	8
math.lcm (math.lcm (math.lcm ( 1 , 1 ) , 1 ) , 3 ) / 1 +math.lcm (math.lcm (math.lcm ( 1 , 1 ) , 1 ) , 3 ) / 1 +math.lcm (math.lcm (math.lcm ( 1 , 1 ) , 1 ) , 3 ) / 1 +math.lcm (math.lcm (math.lcm ( 1 , 1 ) , 1 ) , 3 ) / 3	10
 ( 8 + 8 ) / ( 5 + 5 + 5 ) 	1.07
0.20 * 2 * 2 * 2 + 0.30	1.9
15 / 100 / ( ( 15 + 100 ) / 100 ) * 100	13.04
60 / ( 60 + 100 ) * 100	37.5
70 * 3 - ( 50 + 70 ) 	90
math.sqrt ( 2652 ) 	51.5
 ( 2989 - 2560 ) / 2560 * 100	16.76
3 ** ( 1 - 1 ) - ( 1 - 1 ) ** 3	1
 ( 100 - 18 ) / 100 * ( 100 + 20 ) * ( 100 + 25 ) / 100 - 100	23
 ( 1 - 20 / 100 ) * ( 1 - 55 / 100 ) * 5500	1980
 ( 7 * 103 + 110 + 60 ) / ( 7 + 2 ) 	99
 ( 5 * 3 + 5 + 5 * 2 + 5 * 4 + ( 4 + 1 ) * 5 ) / 5	15
 ( 10 + 100 ) / 100 * 14000 * ( 10 + 100 ) / 100	16940
11 * 41 - ( 21 * 44 - 48 * 11 ) 	55
30 * 1000 / 3600 * 9	75
30 * 1000 / 3600 * 9	75
200 / 4 - 200 / 6	16.67
 ( 1 - 1 / 5 ) * ( 1 - ( 1 - 2.0 / 5 ) / 1 ) 	0.32
8 *math.sqrt ( 2 ) / 2	5.66
 ( 26 + 18 ) / ( 3 + 1 ) 	11
 ( 26 + 18 ) / ( 3 + 1 ) 	11
 ( 26 + 18 ) / ( 3 + 1 ) 	11
math.gcd ( 100 , 50 ) 	50
35 * 16 + 21 + 35 - 35 * 16	56
 ( 200 / 5 + 200 / 4 ) / 2	45
14 - ( 14 - 5 ) 	5
400 * 100 / ( 100 + 5 - ( 100 - 15 ) ) 	2000
10 - 1 + ( 100 - 10 ) * 2 + ( 100 - 10 ) * 3 + ( 100 - 10 ) * 4	819
7 / 5 * ( 12 / 7 ) * 5	12
770 * ( 1 + 4 ) * 2 / ( ( ( 1 + 4 ) * 2 + 1 ) * 2 ) 	350
math.factorial ( 4 + 1 - 1 ) / (math.factorial ( 1 ) *math.factorial ( 4 - 1 ) ) 	4
 ( 10 - ( 3 ** 2 + 3 * 3 ) ) / 3	-2.67
35 * 0 * 12 / 3	0
3 / ( 1 + 3 + 3 ) * 600	257.14
7 ** 2 / 4	12.25
7 ** 2 / 4	12.25
100 - ( 100 + 15 ) * ( 100 - 30 ) / 100	19.5
 ( 137 + 163 ) / ( ( 48 + 42 ) * 1000 / 3600 ) 	12
 ( 17 - 1 ) / 2	8
 ( 30 - ( 100 / ( 2 + 3 ) / 2 + 100 / ( 2 + 3 ) / 2 / 2 ) ) / 2 / ( 100 / ( 2 + 3 ) ) * 100	37.5
10 * 40 / 40 / 2	5
 ( 1 + 3 / 100 ) ** 4 * 100	112.55
0.25 / ( 3 * 0.25 ) 	0.33
0.25 / ( 3 * 0.25 ) 	0.33
0.25 / ( 3 * 0.25 ) 	0.33
130 / 2	65
100 - ( 1 + 20 / 100 ) * ( 1 - 10 / 100 ) * 100	-8
100 - ( 1 + 20 / 100 ) * ( 1 - 10 / 100 ) * 100	-8
 ( 1380 - 9 * 10000 / 100 ) * 1 / 4	120
1 / ( ( 20 + 2 ) * 10 ) / ( 1 / ( 20 * 10 ) ) 	0.91
216 * 1000 / 60 / 1 / 2	1800
2 * 60 / ( 4 / 5 ) 	150
120 / 20 * 2 + 20	32
4 + 3 + 2	9
3 + 4	7
 ( 2 * 2 ) ** 2 + ( 2 * 2 ) ** 2	32
1 / 2 * 25 *math.sqrt ( 20 * 20 * 4 - 25 * 25 ) + 25	415.31
math.floor ( 22 / 3 ) + 1	8
0.8 - 1 / 8	0.68
 ( 100 / 100 - ( 100 / 100 - 50 / 100 ) ** 2 ) * 100	75
300 * 500 + 250 * 630	307500
10 * 9 - 9	81
 ( 31 - 5 * 3 ) / 8 + 5 * 3 / 5	5
 ( 3 * 3 * 10 * 100 * 10 + 3 * 10 * 100 * 10 ) / ( 75 + 15 ) 	1333.33
2 * 1 / ( 10 - 1 ) * ( 1 / 10 ) 	0.02
10 * 2 + 4	24
25 + 22 + 5 - 30	22
math.lcm (math.lcm ( 8 , 12 ) ,math.lcm ( 22 , 24 ) ) + 12	276
3 + 4 + 1	8
2.423 - 3.421	-1
8 / 1 + 5 / 1	13
 ( 65 - 5 ) / ( 5 + 7 ) * 7	35
 ( 30 / 100 * 100 - 10 ) / ( 50 / 100 ) 	40
 ( 42 + 42 ) / ( 42 - 35 ) * 35 - ( 42 - ( 42 + 42 ) / ( 42 - 35 ) - ( 42 + 42 ) / ( 42 - 35 ) + 2 ) 	400
40 * 5 / 40 / 12	0.42
100 - 10 - 4	86
230 / ( 230 + 234 ) * 230	114.01
1 / 3	0.33
 ( 8 ** 1 - 8 ** 1 ) / 8	0
 ( 1 - 10 * 1 / 20 ) / ( 1 / 30 ) 	15
27 / 24	1.12
18000 / 450 + 5	45
 ( 20 / 100 * 2 + 55 / 100 * 6 ) / 10 * 100	37
 ( 35 + 28 ) / 2	31.5
 ( 35 + 28 ) / 2	31.5
12 / ( 2 / 5 ) - 12	18
 ( 70 / 2 -math.sqrt ( ( 70 / 2 ) ** 2 - 4 * 300 ) ) / 2	15
 ( 0.75 - 0.5 ) / ( 0.6 - 0.5 ) 	2.5
346 * 3 - ( 100 - 1 ) - ( 10 - 1 ) 	930
110 * ( 1 + 30 / 100 ) 	143
10 * ( 100 * 0.2778 ) - 150	127.8
 ( 240 + 130 ) / ( 50 / 3.6 ) 	26.64
200 / ( 4 + 6 ) * 6	120
5 / 100 * 10 / ( 2 / 100 ) - 10	15
 ( 18 - 4 ) * ( 18 + 4 ) * 10 / ( 18 + 4 + 18 - 4 ) 	85.56
 ( 90 - ( 2 * 5 + 5 * 2 ) ) / 90 * 100	77.78
2835 / 3 / 3 / ( 1 + 4 ) 	63
120 - 25 - ( 120 - 10 - 2 ) 	-13
math.sqrt ( 1701 / ( 4 ** 2 + 1 ** 2 + 2 ** 2 ) ) 	9
 ( 1 - ( 100 + 20 ) / 100 * 1 / 2 ) * 8.50	3.4
101 ** 2 - 101 + 99 ** 2 - 99	19802
 ( 26 * 5 * 5 / 0.25 - 850 * ( 1 - 40 / ( 5 * 5 / 0.25 ) ) ) / ( 26 * 5 * 5 / 0.25 ) 	0.8
100 * 100 * 9.5 / 100 / 4	237.5
4 * 9 / ( 60 / 100 ) 	60
2 * 500	1000
 ( 30 + 2 * 8 + 30 ) / 2	38
20000 + 5000 / 10	20500
 ( 1 - 15 / 20 ) * 100	25
6647 / ( ( 1 - 10 / 100 ) * ( 1 + 10 / 100 ) + 1 - 10 / 100 + 1 ) 	2300
math.floor ( ( ( ( 1 + 4 ) * 2 + 8 ) * 100 * ( 1 + 4 ) * 2 + 1 + 4 * 100 ) * ( 100 + 8 ) / 100 / ( ( 1 + 4 ) * 100 * 2 ) ) 	19
1 / ( 20 / 2 ) 	0.1
4524 / 2456 * 100	184.2
